symptoms,label
"itching, stomach_pain, burning_micturition, spotting_ urination",home-care
"itching, skin_rash, burning_micturition, spotting_ urination",home-care
"itching, skin_rash, stomach_pain, spotting_ urination",home-care
"itching, skin_rash, stomach_pain, burning_micturition",home-care
"skin_rash, stomach_pain, burning_micturition, spotting_ urination",home-care
"itching, stomach_pain, burning_micturition, spotting_ urination",home-care
"itching, skin_rash, burning_micturition, spotting_ urination",home-care
"itching, skin_rash, stomach_pain, spotting_ urination",home-care
"itching, skin_rash, stomach_pain, burning_micturition",home-care
"vomiting, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching",home-care
"vomiting, indigestion, abdominal_pain, passage_of_gases, internal_itching",home-care
"indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching",home-care
"vomiting, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching",home-care
"vomiting, indigestion, abdominal_pain, passage_of_gases, internal_itching",home-care
"vomiting, indigestion, loss_of_appetite, passage_of_gases, internal_itching",home-care
"vomiting, indigestion, loss_of_appetite, abdominal_pain, internal_itching",home-care
"vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases",home-care
"vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching",home-care
"vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching",home-care
"muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts",home-care
"patches_in_throat, high_fever, extra_marital_contacts",home-care
"muscle_wasting, high_fever, extra_marital_contacts",home-care
"muscle_wasting, patches_in_throat, extra_marital_contacts",home-care
"muscle_wasting, patches_in_throat, high_fever",home-care
"muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts",home-care
"muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts",home-care
"patches_in_throat, high_fever, extra_marital_contacts",home-care
"muscle_wasting, high_fever, extra_marital_contacts",home-care
"muscle_wasting, patches_in_throat, high_fever",home-care
"fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria",home-care
"fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria",home-care
"weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria",home-care
"fatigue, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria",home-care
"fatigue, weight_loss, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria",home-care
"fatigue, weight_loss, restlessness, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria",home-care
"fatigue, weight_loss, restlessness, lethargy, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria",home-care
"fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, obesity, excessive_hunger, increased_appetite, polyuria",home-care
"fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, excessive_hunger, increased_appetite, polyuria",home-care
"fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, increased_appetite, polyuria",home-care
"vomiting, sunken_eyes, dehydration, diarrhoea",home-care
"vomiting, sunken_eyes, dehydration, diarrhoea",home-care
"sunken_eyes, dehydration, diarrhoea",home-care
"vomiting, dehydration, diarrhoea",home-care
"vomiting, sunken_eyes, diarrhoea",home-care
"vomiting, sunken_eyes, dehydration",home-care
"vomiting, sunken_eyes, dehydration, diarrhoea",home-care
"sunken_eyes, dehydration, diarrhoea",home-care
"vomiting, dehydration, diarrhoea",home-care
"vomiting, sunken_eyes, diarrhoea",home-care
"fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum",home-care
"cough, high_fever, breathlessness, family_history, mucoid_sputum",home-care
"fatigue, high_fever, breathlessness, family_history, mucoid_sputum",home-care
"fatigue, cough, breathlessness, family_history, mucoid_sputum",home-care
"fatigue, cough, high_fever, family_history, mucoid_sputum",home-care
"fatigue, cough, high_fever, breathlessness, mucoid_sputum",home-care
"fatigue, cough, high_fever, breathlessness, family_history",home-care
"fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum",home-care
"cough, high_fever, breathlessness, family_history, mucoid_sputum",home-care
"fatigue, high_fever, breathlessness, family_history, mucoid_sputum",home-care
"headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration",home-care
"chest_pain, dizziness, loss_of_balance, lack_of_concentration",home-care
"headache, dizziness, loss_of_balance, lack_of_concentration",home-care
"headache, chest_pain, loss_of_balance, lack_of_concentration",home-care
"headache, chest_pain, dizziness, lack_of_concentration",home-care
"headache, chest_pain, dizziness, loss_of_balance",home-care
"headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration",home-care
"chest_pain, dizziness, loss_of_balance, lack_of_concentration",home-care
"headache, dizziness, loss_of_balance, lack_of_concentration",home-care
"headache, chest_pain, loss_of_balance, lack_of_concentration",home-care
"acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances",doctor-soon
"indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances",doctor-soon
"acidity, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances",doctor-soon
"acidity, indigestion, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances",doctor-soon
"acidity, indigestion, headache, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances",doctor-soon
"acidity, indigestion, headache, blurred_and_distorted_vision, stiff_neck, depression, irritability, visual_disturbances",doctor-soon
"acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, depression, irritability, visual_disturbances",doctor-soon
"acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, irritability, visual_disturbances",doctor-soon
"acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, visual_disturbances",doctor-soon
"acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability",doctor-soon
"back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance",home-care
"back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance",home-care
"weakness_in_limbs, neck_pain, dizziness, loss_of_balance",home-care
"back_pain, neck_pain, dizziness, loss_of_balance",home-care
"back_pain, weakness_in_limbs, dizziness, loss_of_balance",home-care
"back_pain, weakness_in_limbs, neck_pain, loss_of_balance",home-care
"back_pain, weakness_in_limbs, neck_pain, dizziness",home-care
"back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance",home-care
"weakness_in_limbs, neck_pain, dizziness, loss_of_balance",home-care
"back_pain, neck_pain, dizziness, loss_of_balance",home-care
"vomiting, headache, weakness_of_one_body_side, altered_sensorium",home-care
"vomiting, headache, weakness_of_one_body_side, altered_sensorium",home-care
"headache, weakness_of_one_body_side, altered_sensorium",home-care
"vomiting, weakness_of_one_body_side, altered_sensorium",home-care
"vomiting, headache, altered_sensorium",home-care
"vomiting, headache, weakness_of_one_body_side",home-care
"vomiting, headache, weakness_of_one_body_side, altered_sensorium",home-care
"headache, weakness_of_one_body_side, altered_sensorium",home-care
"vomiting, weakness_of_one_body_side, altered_sensorium",home-care
"vomiting, headache, altered_sensorium",home-care
"itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain",doctor-soon
"itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain",doctor-soon
"vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain",doctor-soon
"itching, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain",doctor-soon
"itching, vomiting, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain",doctor-soon
"itching, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, abdominal_pain",doctor-soon
"itching, vomiting, fatigue, weight_loss, yellowish_skin, dark_urine, abdominal_pain",doctor-soon
"itching, vomiting, fatigue, weight_loss, high_fever, dark_urine, abdominal_pain",doctor-soon
"itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, abdominal_pain",doctor-soon
"itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine",doctor-soon
"chills, vomiting, high_fever, sweating, headache, nausea, muscle_pain",emergency
"chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain",emergency
"chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain",emergency
"vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain",emergency
"chills, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain",emergency
"chills, vomiting, sweating, headache, nausea, diarrhoea, muscle_pain",emergency
"chills, vomiting, high_fever, headache, nausea, diarrhoea, muscle_pain",emergency
"chills, vomiting, high_fever, sweating, nausea, diarrhoea, muscle_pain",emergency
"chills, vomiting, high_fever, sweating, headache, diarrhoea, muscle_pain",emergency
"chills, vomiting, high_fever, sweating, headache, nausea, muscle_pain",emergency
"itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body",home-care
"skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body",home-care
"itching, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body",home-care
"itching, skin_rash, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body",home-care
"itching, skin_rash, fatigue, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body",home-care
"itching, skin_rash, fatigue, lethargy, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body",home-care
"itching, skin_rash, fatigue, lethargy, high_fever, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body",home-care
"itching, skin_rash, fatigue, lethargy, high_fever, headache, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body",home-care
"itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, swelled_lymph_nodes, malaise, red_spots_over_body",home-care
"itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, malaise, red_spots_over_body",home-care
"skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, muscle_pain, red_spots_over_body",emergency
"skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, red_spots_over_body",emergency
"skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain",emergency
"skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body",emergency
"chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body",emergency
"skin_rash, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body",emergency
"skin_rash, chills, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body",emergency
"skin_rash, chills, joint_pain, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body",emergency
"skin_rash, chills, joint_pain, vomiting, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body",emergency
"skin_rash, chills, joint_pain, vomiting, fatigue, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body",emergency
"chills, vomiting, fatigue, high_fever, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain",doctor-soon
"chills, vomiting, fatigue, high_fever, headache, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain",doctor-soon
"chills, vomiting, fatigue, high_fever, headache, nausea, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain",doctor-soon
"chills, vomiting, fatigue, high_fever, headache, nausea, constipation, diarrhoea, toxic_look_(typhos), belly_pain",doctor-soon
"chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, toxic_look_(typhos), belly_pain",doctor-soon
"chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, belly_pain",doctor-soon
"chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos)",doctor-soon
"chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain",doctor-soon
"chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain",doctor-soon
"chills, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain",doctor-soon
"joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain",home-care
"joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain",home-care
